drug_key	atc	numerator_value	numerator_unit	denominator_value	denominator_unit	actual_unit	route	route_long	hospital_name	n	drug_names
A06AD_GA_1_pcs_pcs	A06AD	1	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	bispebjerg, Esbjerg	36	Moviprep
A06AD04_GA_10_ml_ml	A06AD04	10	ml	NA	NA	ml	GA	gastrointestinal = peroral	Esbjerg	5	Magnesiumsulfat
A06AD04_GA_8_mmol_mmol	A06AD04	8	mmol	NA	NA	mmol	GA	gastrointestinal = peroral	bispebjerg	5	Magnesiumsulfat 0,8 mmol/ml  MgSO4,7H2O
A06AD11_GA_40_ml_ml	A06AD11	40	ml	NA	NA	ml	GA	gastrointestinal = peroral	Soenderborg_extract	5	Laktulose """"medic""""
A06AD11_GA_25.0_ml_ml	A06AD11	25	ml	NA	NA	ml	GA	gastrointestinal = peroral	hvidovre	6	Laktulose """"medic""""
A06AD11_GA_25_ml_ml	A06AD11	25	ml	NA	NA	ml	GA	gastrointestinal = peroral	Soenderborg_extract	6	Laktulose """"medic""""
A06AD11_GA_6670.0_mg_mg	A06AD11	6670	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	6	Lactulose """"Orifarm"""", Medilax
A06AD11_GA_1.0_ml_ml	A06AD11	1	ml	NA	NA	ml	GA	gastrointestinal = peroral	Odense_extract	7	Laktulose """"medic""""
A06AD11_GA_6500.0_mg_mg	A06AD11	6500	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	7	Lactulose """"MIP"""", Laktulose """"medic""""
A06AD11_GA_0.5_ml_ml	A06AD11	0.5	ml	NA	NA	ml	GA	gastrointestinal = peroral	Odense_extract	11	Laktulose """"medic""""
A06AD11_GA_10005.0_mg_mg	A06AD11	10005	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	11	Lactulose """"Orifarm"""", Laktulose """"medic"""", Medilax
A06AD11_GA_40.0_ml_ml	A06AD11	40	ml	NA	NA	ml	GA	gastrointestinal = peroral	herlev, Odense_extract	16	Laktulose """"medic""""
A06AD11_GA_5.0_ml_ml	A06AD11	5	ml	NA	NA	ml	GA	gastrointestinal = peroral	herlev, Odense_extract, Rigshospital_almen	31	Lactulose """"MIP"""", Lactulose """"Orifarm"""", Laktulose """"medic""""
A06AD11_GA_50_ml_ml	A06AD11	50	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	38	Laktulose """"medic""""
A06AD11_GA_10_ml_ml	A06AD11	10	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Soenderborg_extract, Svendborg_extract	77	Lactulose """"Orifarm"""", Laktulose """"medic"""", Laktulose """"PS""""
A06AD11_GA_20_ml_ml	A06AD11	20	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Soenderborg_extract, Svendborg_extract	108	Lactulose """"Orifarm"""", Laktulose """"medic"""", Laktulose """"PS"""", Laktulose SAD
A06AD11_GA_10.0_ml_ml	A06AD11	10	ml	NA	NA	ml	GA	gastrointestinal = peroral	Esbjerg, herlev, hvidovre, Odense_extract, Rigshospital_almen, Vejle_extract	217	Lactulose """"MIP"""", Lactulose """"Orifarm"""", Laktulose """"medic"""", Laktulose """"NMI"""", Laktulose Danipharm, Laktulose PS, Laktulose SAD, Medilax
A06AD11_GA_20.0_ml_ml	A06AD11	20	ml	NA	NA	ml	GA	gastrointestinal = peroral	Esbjerg, herlev, hvidovre, Odense_extract, Rigshospital_almen, Vejle_extract	267	Lactulose """"MIP"""", Lactulose """"Orifarm"""", Laktulose """"medic"""", Laktulose PS, Laktulose SAD, Medilax
A06AD11_GA_30_ml_ml	A06AD11	30	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Soenderborg_extract, Svendborg_extract	481	Lactulose """"Orifarm"""", Laktulose """"medic"""", Laktulose """"PS""""
A06AD11_GA_15_ml_ml	A06AD11	15	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Soenderborg_extract, Svendborg_extract	535	Lactulose """"MIP"""", Lactulose """"Orifarm"""", Laktulose """"medic"""", Laktulose """"NMI"""", Laktulose """"PS"""", Laktulose SAD, Medilax
A06AD11_GA_30.0_ml_ml	A06AD11	30	ml	NA	NA	ml	GA	gastrointestinal = peroral	Esbjerg, herlev, hvidovre, Odense_extract, Rigshospital_almen, Vejle_extract	810	Lactulose """"MIP"""", Lactulose """"Orifarm"""", Laktulose """"medic"""", Laktulose Danipharm, Laktulose SAD, Medilax
A06AD11_GA_15.0_ml_ml	A06AD11	15	ml	NA	NA	ml	GA	gastrointestinal = peroral	Esbjerg, herlev, hvidovre, Odense_extract, Rigshospital_almen, Vejle_extract	1621	Lactulose """"MIP"""", Lactulose """"Orifarm"""", Laktulose """"medic"""", Laktulose """"NMI"""", Laktulose Danipharm, Laktulose PS, Laktulose SAD, Medilax
A06AD65_GA_0.25_applic._applic.	A06AD65	0.25	applic.	NA	NA	applic.	GA	gastrointestinal = peroral	Odense_extract	5	Movicol, Movicol Junior Neutral
A06AD65_GA_6.0_pcs_pcs	A06AD65	6	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	herlev	5	Movicol
A06AD65_GA_7.0_pcs_pcs	A06AD65	7	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	herlev	5	Movicol
A06AD65_GA_0.3_pcs_pcs	A06AD65	0.3	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	Rigshospital_almen	6	Movicol
A06AD65_GA_125_ml_ml	A06AD65	125	ml	NA	NA	ml	GA	gastrointestinal = peroral	Esbjerg	6	Movicol
A06AD65_GA_100_ml_ml	A06AD65	100	ml	NA	NA	ml	GA	gastrointestinal = peroral	Esbjerg	8	Movicol
A06AD65_GA_4.0_pcs_pcs	A06AD65	4	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	bispebjerg, Rigshospital_almen	11	Movicol
A06AD65_OR_1.0_pcs_pcs	A06AD65	1	pcs	NA	NA	pcs	OR	oral	hvidovre	12	Gangiden, Movicol
A06AD65_OR_1_pcs_pcs	A06AD65	1	pcs	NA	NA	pcs	OR	oral	Esbjerg	12	Movicol, Moxalole
A06AD65_GA_0.25_pcs_pcs	A06AD65	0.25	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	14	Movicol, Movicol Junior Neutral
A06AD65_GA_1_spoons_spoons	A06AD65	1	spoons	NA	NA	spoons	GA	gastrointestinal = peroral	Esbjerg	27	Movicol, Moxalole
A06AD65_GA_0.5_applic._applic.	A06AD65	0.5	applic.	NA	NA	applic.	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	29	Movicol, Movicol Junior Neutral
A06AD65_1_pcs_pcs	A06AD65	1	pcs	NA	NA	pcs	NA	[unknown]	Odense_extract, Vejle_extract	31	Movicol
A06AD65_GA_1_pcs_pcs	A06AD65	1	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract, Svendborg_extract, Vejle_extract	32	Movicol, Movicol  junior, Movicol Chokolade, Movicol Junior Neutral, Moxalole
A06AD65_GA_3.0_pcs_pcs	A06AD65	3	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	bispebjerg, Rigshospital_almen	38	Movicol
A06AD65_GA_1.0_applic._applic.	A06AD65	1	applic.	NA	NA	applic.	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen, Svendborg_extract	66	Movicol, Movicol Junior Neutral, Moxalole
A06AD65_GA_1_applic._applic.	A06AD65	1	applic.	NA	NA	applic.	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Svendborg_extract	102	Movicol, Movicol  junior, Moxalole
A06AD65_GA_0.5_pcs_pcs	A06AD65	0.5	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract	202	Movicol, Movicol Junior Neutral, Movicol Junior Neutral pulver Norgine, Moxalole
A06AD65_1.0_pcs_pcs	A06AD65	1	pcs	NA	NA	pcs	NA	[unknown]	Kolding_extract, Rigshospital_almen	240	Movicol
A06AD65_GA_2.0_pcs_pcs	A06AD65	2	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract, Vejle_extract	855	Movicol, Movicol Junior Neutral, Moxalole
A06AD65_GA_1.0_pcs_pcs	A06AD65	1	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract, Vejle_extract	9983	Gangiden, Movicol, Movicol Chokolade, Movicol Junior Neutral, Movicol Junior Neutral pulver Norgine, Moxalole
A06AG10_PR_1.0_pcs_pcs	A06AG10	1	pcs	NA	NA	pcs	PR	rectal	herlev	8	Glyoktyl, Klyx
A06AG10_PR_1_pcs_pcs	A06AG10	1	pcs	NA	NA	pcs	PR	rectal	bispebjerg, Odense_extract	19	Glyoktyl, GLYOKTYL SAD, Klyx
A06AH01_SC_12_mg_mg	A06AH01	12	mg	NA	NA	mg	SC	subcutaneous	Esbjerg	9	Relistor
A06AH01_SC_12.0_mg_mg	A06AH01	12	mg	NA	NA	mg	SC	subcutaneous	bispebjerg, Kolding_extract, Odense_extract, Vejle_extract	36	Relistor
A07AA02_GA_1_ml_ml	A07AA02	1	ml	NA	NA	ml	GA	gastrointestinal = peroral	Odense_extract	18	Mycostatin
A07AA02_OM_1_ml_ml	A07AA02	1	ml	NA	NA	ml	OM	oral mucosa	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract	49	Mycostatin
A07AA02_OR_1.0_ml_ml	A07AA02	1	ml	NA	NA	ml	OR	oral	Odense_extract, Rigshospital_almen	69	Mycostatin, Nystatin Cross Pharma
A07AA02_OR_1_ml_ml	A07AA02	1	ml	NA	NA	ml	OR	oral	bispebjerg, Esbjerg, Kolding_extract, Svendborg_extract, Vejle_extract	78	Mycostatin, Mycostatin 2care4
A07AA02_OR_100000.0_iu_iu	A07AA02	100000	iu	NA	NA	iu	OR	oral	hvidovre, Rigshospital_almen	126	Mycostatin
A07AA02_GA_100000.0_iu_iu	A07AA02	100000	iu	NA	NA	iu	GA	gastrointestinal = peroral	Rigshospital_almen	273	Mycostatin
A07AA02_GA_100000_iu_iu	A07AA02	100000	iu	NA	NA	iu	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract, Soenderborg_extract, Vejle_extract	310	Mycostatin
A07AA02_OR_100000_iu_iu	A07AA02	100000	iu	NA	NA	iu	OR	oral	bispebjerg, Odense_extract, Soenderborg_extract	416	Mycostatin
A07AA09_GA_250.0_mg_mg	A07AA09	250	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, Rigshospital_almen	11	Vancocin, Vancomycin """"Xellia""""
A07AA09_GA_125.0_mg_mg	A07AA09	125	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre	17	Vancocin, Vancomycin """"Xellia"""", Vancomycin ORAL opløsning
A07AA09_GA_500.0_mg_mg	A07AA09	500	mg	NA	NA	mg	GA	gastrointestinal = peroral	hvidovre, Rigshospital_almen	27	Vancocin, Vancomycin """"Xellia"""", Vancomycin ORAL opløsning
A07AA11_GA_550_mg_mg	A07AA11	550	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	6	Xifaxan
A07DA03_GA_8.0_mg_mg	A07DA03	8	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev	5	Imodium
A07DA03_GA_6_mg_mg	A07DA03	6	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Odense_extract	15	Imodium
A07DA03_GA_4.0_mg_mg	A07DA03	4	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	30	Imodium, Imolope
A07DA03_GA_4_mg_mg	A07DA03	4	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Odense_extract	36	Imodium, Imolope
A07DA03_GA_2.0_mg_mg	A07DA03	2	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	47	Imodium, Imolope, Loperamid """"BMM Pharma""""
A07DA03_GA_2_mg_mg	A07DA03	2	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Vejle_extract	101	Imodium, Imolope
A07DA53_GA_2_mg_mg	A07DA53	2	mg	NA	NA	mg	GA	gastrointestinal = peroral	Svendborg_extract	5	Imodium Plus
A07DA53_GA_4_mg_mg	A07DA53	4	mg	NA	NA	mg	GA	gastrointestinal = peroral	Svendborg_extract	5	Imodium Plus
A07EC01_GA_1000_mg_mg	A07EC01	1000	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract	7	Salazopyrin, Salazopyrin Entabs
A07FA01_GA_3.0_pcs_pcs	A07FA01	3	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	Rigshospital_almen	5	Paraghurt
A07FA01_GA_3_pcs_pcs	A07FA01	3	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	Soenderborg_extract	13	Paraghurt
A07FA01_GA_2_pcs_pcs	A07FA01	2	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	Soenderborg_extract, Vejle_extract	72	Paraghurt
A07FA02_GA_1_pcs_pcs	A07FA02	1	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	Esbjerg	7	Sacchaflor
A07FA02_GA_2_pcs_pcs	A07FA02	2	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	Esbjerg	20	Sacchaflor
A09AA02_GA_1.0_applic._applic.	A09AA02	1	applic.	NA	NA	applic.	GA	gastrointestinal = peroral	herlev	5	Creon, Creon 40.000, Pancrease, Pancrease MicroTabs
A09AA02_GA_10000.0_iu_iu	A09AA02	10000	iu	NA	NA	iu	GA	gastrointestinal = peroral	Rigshospital_almen	5	Kreon 10.000
A09AA02_GA_20000.0_iu_iu	A09AA02	20000	iu	NA	NA	iu	GA	gastrointestinal = peroral	Rigshospital_almen	5	Kreon 10.000
A09AA02_GA_40000.0_iu_iu	A09AA02	40000	iu	NA	NA	iu	GA	gastrointestinal = peroral	hvidovre	5	Creon, Creon 40.000
A09AA02_GA_40000_iu_iu	A09AA02	40000	iu	NA	NA	iu	GA	gastrointestinal = peroral	bispebjerg	5	Creon 10.000, Creon 40.000
A09AA02_GA_2.0_pcs_pcs	A09AA02	2	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	Rigshospital_almen	7	Creon 40.000, Kreon 40.000
A09AA02_GA_2_pcs_pcs	A09AA02	2	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	Odense_extract, Vejle_extract	15	Creon, Creon 10.000, Creon 25.000, Kreon 10.000, Kreon 25.000
A09AA02_GA_1.0_pcs_pcs	A09AA02	1	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	30	Creon, Creon 10.000, Creon 25.000, Creon 40.000, Kreon 25.000, Kreon 40.000
A09AA02_GA_1_pcs_pcs	A09AA02	1	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract, Vejle_extract	49	Creon, Creon 10.000, Creon 25.000, Creon 40.000, Kreon 10.000, Kreon 25.000, Kreon 40.000
A10AB01_IV_0.1_iu_iu	A10AB01	0.1	iu	1	ml	iu	IV	intravenous	hvidovre	5	Humulin Regular
A10AB01_IV_10.0_iu_iu/hour	A10AB01	10	iu	1	ml	iu/hour	IV	intravenous	Kolding_extract	5	Actrapid, Actrapid Novolet, Actrapid Pen
A10AB01_IV_12_iu_iu	A10AB01	12	iu	NA	NA	iu	IV	intravenous	Vejle_extract	5	Insuman Rapid SoloStar
A10AB01_IV_2.0_iu_iu/hour	A10AB01	2	iu	1	ml	iu/hour	IV	intravenous	Esbjerg	5	Actrapid, Insuman Rapid SoloStar
A10AB01_IV_9.0_iu_iu	A10AB01	9	iu	NA	NA	iu	IV	intravenous	hvidovre	5	Humulin Regular
A10AB01_SC_15_iu_iu	A10AB01	15	iu	NA	NA	iu	SC	subcutaneous	Soenderborg_extract	5	Actrapid, Insuman Rapid SoloStar
A10AB01_SC_16_iu_iu	A10AB01	16	iu	NA	NA	iu	SC	subcutaneous	Soenderborg_extract	5	Insuman Rapid SoloStar
A10AB01_SC_30_iu_iu	A10AB01	30	iu	NA	NA	iu	SC	subcutaneous	Soenderborg_extract	5	Actrapid, Insuman Rapid SoloStar
A10AB01_SC_50_iu_iu	A10AB01	50	iu	NA	NA	iu	SC	subcutaneous	Soenderborg_extract	5	Insuman Rapid SoloStar
A10AB01_IV_0.1_iu_iu/kg	A10AB01	0.1	iu	1	ml	iu/kg	IV	intravenous	Odense_extract	7	Insuman Rapid SoloStar
A10AB01_IV_0.1_iu_iu/kg/hour	A10AB01	0.1	iu	1	ml	iu/kg/hour	IV	intravenous	Odense_extract	7	Insuman Rapid SoloStar
A10AB01_IV_0.0001_ml_ml/hour	A10AB01	1e-4	ml	1	ml	ml/hour	IV	intravenous	hvidovre	8	Actrapid, Humulin Regular
A10AB01_IV_1.0_ml_ml/hour	A10AB01	1	ml	1	ml	ml/hour	IV	intravenous	hvidovre	8	Actrapid, Humulin Regular
A10AB01_SC_15.0_iu_iu	A10AB01	15	iu	NA	NA	iu	SC	subcutaneous	Kolding_extract	9	Insuman Rapid SoloStar
A10AB01_IV_10_iu_iu	A10AB01	10	iu	NA	NA	iu	IV	intravenous	Vejle_extract	10	Insuman Rapid SoloStar
A10AB01_IV_100.0_iu_iu	A10AB01	100	iu	1	ml	iu	IV	intravenous	Esbjerg, Kolding_extract	11	Insuman Rapid SoloStar
A10AB01_IV_50.0_iu_iu	A10AB01	50	iu	NA	NA	iu	IV	intravenous	Esbjerg, Kolding_extract	11	Insuman Rapid SoloStar
A10AB01_IV_0.016_iu_iu/hour	A10AB01	0.016	iu	1	ml	iu/hour	IV	intravenous	Esbjerg	12	Actrapid, Actrapid Penfill, Insuman Rapid SoloStar
A10AB01_IV_12.0_iu_iu	A10AB01	12	iu	NA	NA	iu	IV	intravenous	Esbjerg, Odense_extract	16	Insuman Rapid SoloStar
A10AB01_SC_100.0_iu_iu	A10AB01	100	iu	1	ml	iu	SC	subcutaneous	Kolding_extract, Soenderborg_extract	16	Insuman Rapid SoloStar
A10AB01_SC_18.0_iu_iu	A10AB01	18	iu	NA	NA	iu	SC	subcutaneous	Kolding_extract, Odense_extract	16	Insuman Rapid SoloStar
A10AB01_IV_8_iu_iu	A10AB01	8	iu	NA	NA	iu	IV	intravenous	Vejle_extract	17	Insuman Rapid SoloStar
A10AB01_IV_0.04_iu_iu/hour	A10AB01	0.04	iu	1	ml	iu/hour	IV	intravenous	hvidovre	19	Actrapid, Humulin Regular
A10AB01_SC_9.0_iu_iu	A10AB01	9	iu	NA	NA	iu	SC	subcutaneous	Esbjerg, Kolding_extract	19	Insuman Rapid SoloStar
A10AB01_SC_3.0_iu_iu	A10AB01	3	iu	NA	NA	iu	SC	subcutaneous	Esbjerg, Odense_extract, Svendborg_extract	22	Insuman Rapid SoloStar
A10AB01_SC_7.0_iu_iu	A10AB01	7	iu	NA	NA	iu	SC	subcutaneous	Esbjerg	22	Insuman Rapid SoloStar
A10AB01_SC_20.0_iu_iu	A10AB01	20	iu	NA	NA	iu	SC	subcutaneous	Kolding_extract, Odense_extract, Svendborg_extract	26	Insuman Rapid SoloStar
A10AB01_SC_50.0_iu_iu	A10AB01	50	iu	NA	NA	iu	SC	subcutaneous	Kolding_extract, Odense_extract	26	Insuman Rapid SoloStar
A10AB01_IV_7.0_iu_iu	A10AB01	7	iu	NA	NA	iu	IV	intravenous	Esbjerg, hvidovre	27	Humulin Regular, Insuman Rapid SoloStar
A10AB01_IV_4_iu_iu	A10AB01	4	iu	NA	NA	iu	IV	intravenous	Esbjerg, Svendborg_extract, Vejle_extract	28	Actrapid Novolet, Insuman Rapid SoloStar
A10AB01_IV_6_iu_iu	A10AB01	6	iu	NA	NA	iu	IV	intravenous	Vejle_extract	37	Insuman Rapid SoloStar
A10AB01_IV_3.0_iu_iu	A10AB01	3	iu	NA	NA	iu	IV	intravenous	Esbjerg, hvidovre	39	Humulin Regular, Insuman Rapid SoloStar
A10AB01_IV_5.0_iu_iu	A10AB01	5	iu	NA	NA	iu	IV	intravenous	Esbjerg, hvidovre	44	Humulin Regular, Insuman Rapid SoloStar
A10AB01_SC_1.0_iu_iu	A10AB01	1	iu	1	ml	iu	SC	subcutaneous	Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract	47	Insuman Rapid SoloStar
A10AB01_SC_12_iu_iu	A10AB01	12	iu	NA	NA	iu	SC	subcutaneous	Soenderborg_extract, Vejle_extract	50	Insuman Rapid SoloStar
A10AB01_SC_2_iu_iu	A10AB01	2	iu	NA	NA	iu	SC	subcutaneous	Soenderborg_extract	56	Insuman Rapid SoloStar
A10AB01_IV_2.0_iu_iu	A10AB01	2	iu	NA	NA	iu	IV	intravenous	Esbjerg, hvidovre, Kolding_extract, Odense_extract	66	Humulin Regular, Insuman Rapid SoloStar
A10AB01_SC_16.0_iu_iu	A10AB01	16	iu	NA	NA	iu	SC	subcutaneous	Kolding_extract, Odense_extract, Svendborg_extract	79	Insuman Rapid SoloStar
A10AB01_SC_5.0_iu_iu	A10AB01	5	iu	NA	NA	iu	SC	subcutaneous	Esbjerg, Kolding_extract, Odense_extract	82	Insuman Rapid SoloStar
A10AB01_IV_10.0_iu_iu	A10AB01	10	iu	NA	NA	iu	IV	intravenous	Esbjerg, hvidovre, Kolding_extract, Odense_extract	91	Humulin Regular, Insuman Rapid SoloStar
A10AB01_SC_10_iu_iu	A10AB01	10	iu	NA	NA	iu	SC	subcutaneous	Soenderborg_extract, Vejle_extract	97	Insuman Rapid SoloStar
A10AB01_IV_8.0_iu_iu	A10AB01	8	iu	NA	NA	iu	IV	intravenous	Esbjerg, hvidovre, Kolding_extract, Odense_extract	138	Actrapid, Humulin Regular, Insuman Rapid SoloStar
A10AB01_SC_14.0_iu_iu	A10AB01	14	iu	NA	NA	iu	SC	subcutaneous	Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract	138	Insuman Rapid SoloStar
A10AB01_IV_100.0_iu_iu/hour	A10AB01	100	iu	1	ml	iu/hour	IV	intravenous	Esbjerg, hvidovre, Kolding_extract	150	Actrapid, Actrapid Novo Farmaka, Actrapid Novolet, Humulin Regular, Insuman Rapid SoloStar
A10AB01_IV_6.0_iu_iu	A10AB01	6	iu	NA	NA	iu	IV	intravenous	Esbjerg, hvidovre, Kolding_extract, Odense_extract	238	Humulin Regular, Insuman Rapid SoloStar
A10AB01_SC_8_iu_iu	A10AB01	8	iu	NA	NA	iu	SC	subcutaneous	Soenderborg_extract, Vejle_extract	249	Insuman Rapid SoloStar
A10AB01_IV_4.0_iu_iu	A10AB01	4	iu	NA	NA	iu	IV	intravenous	Esbjerg, hvidovre, Kolding_extract, Odense_extract	259	Humulin Regular, Insuman Rapid SoloStar
A10AB01_SC_2.0_iu_iu	A10AB01	2	iu	NA	NA	iu	SC	subcutaneous	Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract	261	Insuman Rapid SoloStar
A10AB01_SC_12.0_iu_iu	A10AB01	12	iu	NA	NA	iu	SC	subcutaneous	Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract	396	Insuman Rapid SoloStar
A10AB01_SC_6_iu_iu	A10AB01	6	iu	NA	NA	iu	SC	subcutaneous	Soenderborg_extract, Vejle_extract	441	Insuman Rapid SoloStar
A10AB01_SC_4_iu_iu	A10AB01	4	iu	NA	NA	iu	SC	subcutaneous	Soenderborg_extract, Vejle_extract	478	Insuman Rapid SoloStar
A10AB01_SC_10.0_iu_iu	A10AB01	10	iu	NA	NA	iu	SC	subcutaneous	Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract	725	Insuman Rapid SoloStar
A10AB01_IV_1.0_iu_iu	A10AB01	1	iu	1	ml	iu	IV	intravenous	Esbjerg, hvidovre, Kolding_extract, Odense_extract, Svendborg_extract	1387	Humulin Regular, Insuman Rapid SoloStar
A10AB01_SC_8.0_iu_iu	A10AB01	8	iu	NA	NA	iu	SC	subcutaneous	Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract	1446	Insuman Rapid SoloStar
A10AB01_IV_1.0_iu_iu/hour	A10AB01	1	iu	1	ml	iu/hour	IV	intravenous	Esbjerg, hvidovre, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	2267	Actrapid, Actrapid Novo Farmaka, Actrapid Novolet, Actrapid Penfill, Actrapid Penfill Orifarm, Humulin Regular, Insuman Rapid, Insuman Rapid SoloStar
A10AB01_SC_6.0_iu_iu	A10AB01	6	iu	NA	NA	iu	SC	subcutaneous	Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract	2364	Insuman Rapid SoloStar
A10AB01_SC_4.0_iu_iu	A10AB01	4	iu	NA	NA	iu	SC	subcutaneous	Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract	2584	Insuman Rapid SoloStar
A10AB05_IV_10.0_iu_iu/hour	A10AB05	10	iu	1	ml	iu/hour	IV	intravenous	Rigshospital_almen	5	Novorapid (Fortyndet), Novorapid FlexPen
A10AB05_IV_30.0_iu_iu	A10AB05	30	iu	NA	NA	iu	IV	intravenous	herlev	5	Novorapid
A10AB05_SC_9_iu_iu	A10AB05	9	iu	NA	NA	iu	SC	subcutaneous	bispebjerg	5	Novorapid FlexPen
A10AB05_IV_0.04_iu_iu/hour	A10AB05	0.04	iu	1	ml	iu/hour	IV	intravenous	Rigshospital_almen	6	Novorapid, Novorapid FlexPen
A10AB05_IV_0.1_iu_iu/kg/hour	A10AB05	0.1	iu	1	ml	iu/kg/hour	IV	intravenous	Rigshospital_almen	6	Novorapid
A10AB05_IV_1.0_iu_iu/kg/hour	A10AB05	1	iu	1	ml	iu/kg/hour	IV	intravenous	herlev	6	Novorapid
A10AB05_IV_9.0_iu_iu	A10AB05	9	iu	NA	NA	iu	IV	intravenous	herlev	6	Novorapid
A10AB05_IV_22.0_iu_iu	A10AB05	22	iu	NA	NA	iu	IV	intravenous	herlev	7	Novorapid
A10AB05_SC_5_iu_iu	A10AB05	5	iu	NA	NA	iu	SC	subcutaneous	bispebjerg	7	Novorapid, Novorapid FlexPen
A10AB05_SC_7.0_iu_iu	A10AB05	7	iu	NA	NA	iu	SC	subcutaneous	Rigshospital_almen	7	Novorapid, Novorapid FlexPen
A10AB05_IV_18.0_iu_iu	A10AB05	18	iu	NA	NA	iu	IV	intravenous	herlev	8	Novorapid
A10AB05_SC_10_iu_iu	A10AB05	10	iu	NA	NA	iu	SC	subcutaneous	bispebjerg	8	Novorapid, Novorapid FlexPen
A10AB05_SC_100.0_iu_iu	A10AB05	100	iu	NA	NA	iu	SC	subcutaneous	bispebjerg	9	Novorapid
A10AB05_SC_9.0_iu_iu	A10AB05	9	iu	NA	NA	iu	SC	subcutaneous	herlev	9	Novorapid, Novorapid Novolet
A10AB05_SC_20.0_iu_iu	A10AB05	20	iu	NA	NA	iu	SC	subcutaneous	herlev	11	Novorapid, Novorapid FlexPen
A10AB05_IV_1.0_iu_iu	A10AB05	1	iu	NA	NA	iu	IV	intravenous	herlev	14	Novorapid
A10AB05_SC_2_iu_iu	A10AB05	2	iu	NA	NA	iu	SC	subcutaneous	bispebjerg	14	Novorapid, Novorapid FlexPen
